Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,SEO Title,SEO Description,Status,Product Metafield: reviews.rating [rating],Product Metafield: reviews.rating_count [number_integer],Product Metafield: custom.sold_count [number_integer]
witch-bat-magnet-set,Witch & Bat Car and Fridge Magnet Set,"<p>Witches, cats, pumpkins and bats for a car door, a fridge or a garage. Glows in the dark. Made for trunk-or-treat.</p><ul><li>Witches, cats, pumpkins and bats</li><li>For a car door, a fridge or a garage door</li><li>Glow-in-the-dark - made for trunk-or-treat</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,witch-bat-magnet-set,shopify,25,deny,manual,12.86,23.39,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set.jpg,1,Witch & Bat Car and Fridge Magnet Set,,Witch & Bat Car and Fridge Magnet Set | Free US Shipping Before Hallow,"Witches, cats, pumpkins and bats for a car door, a fridge or a garage. Glows in the dark. Made for trunk-or-treat.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.7""}",47,
witch-bat-magnet-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set-2.jpg,2,Witch & Bat Car and Fridge Magnet Set,,,,,,,
witch-bat-magnet-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set-3.jpg,3,Witch & Bat Car and Fridge Magnet Set,,,,,,,
witch-bat-magnet-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set-4.jpg,4,Witch & Bat Car and Fridge Magnet Set,,,,,,,
witch-bat-magnet-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set-5.jpg,5,Witch & Bat Car and Fridge Magnet Set,,,,,,,
witch-bat-magnet-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set-6.jpg,6,Witch & Bat Car and Fridge Magnet Set,,,,,,,
witch-bat-magnet-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set-7.jpg,7,Witch & Bat Car and Fridge Magnet Set,,,,,,,
witch-bat-magnet-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-bat-magnet-set-8.jpg,8,Witch & Bat Car and Fridge Magnet Set,,,,,,,
advent-calendar-31-nights,31 Nights of Fright Advent Calendar,"<p>A blind bag for every night of October - collectible mini figures, hanging charms and small decorations. Sells itself to anyone with kids.</p><ul><li>A blind bag for every night of October, 31 in total</li><li>Collectible mini figures, hanging charms and small decorations</li><li>Sells itself to anyone with children</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,advent-calendar-31-nights,shopify,25,deny,manual,19.49,39.00,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights.jpg,1,31 Nights of Fright Advent Calendar,,31 Nights of Fright Advent Calendar | Free US Shipping Before Hallowee,"A blind bag for every night of October - collectible mini figures, hanging charms and small decorations. Sells itself to anyone with kids.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""3.7""}",9,
advent-calendar-31-nights,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights-2.jpg,2,31 Nights of Fright Advent Calendar,,,,,,,
advent-calendar-31-nights,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights-3.jpg,3,31 Nights of Fright Advent Calendar,,,,,,,
advent-calendar-31-nights,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights-4.jpg,4,31 Nights of Fright Advent Calendar,,,,,,,
advent-calendar-31-nights,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights-5.jpg,5,31 Nights of Fright Advent Calendar,,,,,,,
advent-calendar-31-nights,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights-6.jpg,6,31 Nights of Fright Advent Calendar,,,,,,,
advent-calendar-31-nights,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights-7.jpg,7,31 Nights of Fright Advent Calendar,,,,,,,
advent-calendar-31-nights,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/advent-calendar-31-nights-8.jpg,8,31 Nights of Fright Advent Calendar,,,,,,,
bathroom-set-vintage,Vintage Halloween Bathroom Set,"<p>Shower curtain with hooks, non-slip rugs and a toilet lid cover in one set. Turns the room people always end up in anyway.</p><ul><li>Shower curtain with hooks, non-slip rugs and a lid cover</li><li>One set does the whole room</li><li>Vintage skeleton, pumpkin, witch and ghost print</li></ul>",,Home & Decor,"Home & Decor, needs-price",FALSE,Title,Default Title,,,,,bathroom-set-vintage,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage.jpg,1,Vintage Halloween Bathroom Set,,Vintage Halloween Bathroom Set | Free US Shipping Before Halloween,"Shower curtain with hooks, non-slip rugs and a toilet lid cover in one set. Turns the room people always end up in anyway.",draft,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.4""}",82,
bathroom-set-vintage,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage-2.jpg,2,Vintage Halloween Bathroom Set,,,,,,,
bathroom-set-vintage,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage-3.jpg,3,Vintage Halloween Bathroom Set,,,,,,,
bathroom-set-vintage,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage-4.jpg,4,Vintage Halloween Bathroom Set,,,,,,,
bathroom-set-vintage,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage-5.jpg,5,Vintage Halloween Bathroom Set,,,,,,,
bathroom-set-vintage,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage-6.jpg,6,Vintage Halloween Bathroom Set,,,,,,,
bathroom-set-vintage,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage-7.jpg,7,Vintage Halloween Bathroom Set,,,,,,,
bathroom-set-vintage,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bathroom-set-vintage-8.jpg,8,Vintage Halloween Bathroom Set,,,,,,,
skeleton-vortex-rug,Skeleton Vortex Illusion Round Rug,"<p>A flat rug that reads as a hole in the floor. Soft polyester with a non-slip back, 16 inches.</p><ul><li>A flat rug that reads as a hole in the floor</li><li>16 inches across, soft polyester</li><li>Non-slip backing, for indoor use</li></ul>",,Home & Decor,"Home & Decor, needs-price",FALSE,Title,Default Title,,,,,skeleton-vortex-rug,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug.jpg,1,Skeleton Vortex Illusion Round Rug,,Skeleton Vortex Illusion Round Rug | Free US Shipping Before Halloween,"A flat rug that reads as a hole in the floor. Soft polyester with a non-slip back, 16 inches.",draft,,,
skeleton-vortex-rug,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug-2.jpg,2,Skeleton Vortex Illusion Round Rug,,,,,,,
skeleton-vortex-rug,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug-3.jpg,3,Skeleton Vortex Illusion Round Rug,,,,,,,
skeleton-vortex-rug,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug-4.jpg,4,Skeleton Vortex Illusion Round Rug,,,,,,,
skeleton-vortex-rug,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug-5.jpg,5,Skeleton Vortex Illusion Round Rug,,,,,,,
skeleton-vortex-rug,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug-6.jpg,6,Skeleton Vortex Illusion Round Rug,,,,,,,
skeleton-vortex-rug,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug-7.jpg,7,Skeleton Vortex Illusion Round Rug,,,,,,,
skeleton-vortex-rug,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-vortex-rug-8.jpg,8,Skeleton Vortex Illusion Round Rug,,,,,,,
boo-kitchen-rug-set,"BOO! Kitchen Runner Rug Set, 2 Piece","<p>Two non-slip runners for a kitchen, hallway or laundry. Washable, and they sit flat rather than curling at the corners.</p><ul><li>Two non-slip runners - kitchen, hallway or laundry</li><li>Machine washable</li><li>They lie flat rather than curling at the corners</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,boo-kitchen-rug-set,shopify,25,deny,manual,16.84,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set.jpg,1,"BOO! Kitchen Runner Rug Set, 2 Piece",,"BOO! Kitchen Runner Rug Set, 2 Piece | Free US Shipping Before Hallowe","Two non-slip runners for a kitchen, hallway or laundry. Washable, and they sit flat rather than curling at the corners.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.4""}",20,
boo-kitchen-rug-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set-2.jpg,2,"BOO! Kitchen Runner Rug Set, 2 Piece",,,,,,,
boo-kitchen-rug-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set-3.jpg,3,"BOO! Kitchen Runner Rug Set, 2 Piece",,,,,,,
boo-kitchen-rug-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set-4.jpg,4,"BOO! Kitchen Runner Rug Set, 2 Piece",,,,,,,
boo-kitchen-rug-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set-5.jpg,5,"BOO! Kitchen Runner Rug Set, 2 Piece",,,,,,,
boo-kitchen-rug-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set-6.jpg,6,"BOO! Kitchen Runner Rug Set, 2 Piece",,,,,,,
boo-kitchen-rug-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set-7.jpg,7,"BOO! Kitchen Runner Rug Set, 2 Piece",,,,,,,
boo-kitchen-rug-set,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/boo-kitchen-rug-set-8.jpg,8,"BOO! Kitchen Runner Rug Set, 2 Piece",,,,,,,
ghost-candy-bowl-glow,Glow Ghost Candy Bowl with Lights,"<p>A draped ghost with a bowl in its middle and a lit interior on a timer and remote. Works on a porch step for trick-or-treaters.</p><ul><li>A draped ghost with the candy bowl in its middle</li><li>Lights inside, on a timer and a remote</li><li>Sits on a porch step for trick-or-treaters</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,ghost-candy-bowl-glow,shopify,25,deny,manual,19.99,49.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-candy-bowl-glow.jpg,1,Glow Ghost Candy Bowl with Lights,,Glow Ghost Candy Bowl with Lights | Free US Shipping Before Halloween,A draped ghost with a bowl in its middle and a lit interior on a timer and remote. Works on a porch step for trick-or-treaters.,active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.4""}",53,
ghost-candy-bowl-glow,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-candy-bowl-glow-2.jpg,2,Glow Ghost Candy Bowl with Lights,,,,,,,
ghost-candy-bowl-glow,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-candy-bowl-glow-3.jpg,3,Glow Ghost Candy Bowl with Lights,,,,,,,
ghost-candy-bowl-glow,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-candy-bowl-glow-4.jpg,4,Glow Ghost Candy Bowl with Lights,,,,,,,
ghost-candy-bowl-glow,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-candy-bowl-glow-5.jpg,5,Glow Ghost Candy Bowl with Lights,,,,,,,
ghost-candy-bowl-glow,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-candy-bowl-glow-6.jpg,6,Glow Ghost Candy Bowl with Lights,,,,,,,
ghost-candy-bowl-glow,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-candy-bowl-glow-7.jpg,7,Glow Ghost Candy Bowl with Lights,,,,,,,
led-candy-totes,LED Trick-or-Treat Candy Totes,"<p>Reusable light-up buckets in pumpkin, ghost and skull faces. They glow, so a child stays visible after dark.</p><ul><li>Reusable light-up totes - pumpkin, ghost and skull faces</li><li>They glow, so a child stays visible after dark</li><li>Non-woven and washable, 3 or 4 to a pack</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,led-candy-totes,shopify,25,deny,manual,28.04,50.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes.jpg,1,LED Trick-or-Treat Candy Totes,,LED Trick-or-Treat Candy Totes | Free US Shipping Before Halloween,"Reusable light-up buckets in pumpkin, ghost and skull faces. They glow, so a child stays visible after dark.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.5""}",528,
led-candy-totes,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes-2.jpg,2,LED Trick-or-Treat Candy Totes,,,,,,,
led-candy-totes,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes-3.jpg,3,LED Trick-or-Treat Candy Totes,,,,,,,
led-candy-totes,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes-4.jpg,4,LED Trick-or-Treat Candy Totes,,,,,,,
led-candy-totes,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes-5.jpg,5,LED Trick-or-Treat Candy Totes,,,,,,,
led-candy-totes,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes-6.jpg,6,LED Trick-or-Treat Candy Totes,,,,,,,
led-candy-totes,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes-7.jpg,7,LED Trick-or-Treat Candy Totes,,,,,,,
led-candy-totes,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-candy-totes-8.jpg,8,LED Trick-or-Treat Candy Totes,,,,,,,
skeleton-pumpkin-figures-3,"Skeleton Pumpkin Table Figures, Set of 3","<p>Three 5.75in skeletons with pumpkin heads. Small enough for a shelf, detailed enough to be worth looking at.</p><ul><li>Three figures, 5.75 inches tall</li><li>Skeleton bodies with pumpkin heads</li><li>Small enough for a shelf, detailed enough to look at</li></ul>",,Home & Decor,"Home & Decor, unavailable-at-supplier",FALSE,Title,Default Title,,,,,skeleton-pumpkin-figures-3,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-pumpkin-figures-3.jpg,1,"Skeleton Pumpkin Table Figures, Set of 3",,"Skeleton Pumpkin Table Figures, Set of 3 | Free US Shipping Before Hal","Three 5.75in skeletons with pumpkin heads. Small enough for a shelf, detailed enough to be worth looking at.",draft,,,
resin-skeleton-ornament,Sitting Skeleton Resin Ornament,"<p>A resin skeleton that sits on a shelf edge with its legs hanging. Sold singly or as a set of three.</p><ul><li>Sits on a shelf edge with its legs hanging over</li><li>Cast resin, hand finished</li><li>Sold singly or as a set of three</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,resin-skeleton-ornament,shopify,25,deny,manual,19.09,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament.jpg,1,Sitting Skeleton Resin Ornament,,Sitting Skeleton Resin Ornament | Free US Shipping Before Halloween,A resin skeleton that sits on a shelf edge with its legs hanging. Sold singly or as a set of three.,active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.6""}",750,12866
resin-skeleton-ornament,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament-2.jpg,2,Sitting Skeleton Resin Ornament,,,,,,,
resin-skeleton-ornament,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament-3.jpg,3,Sitting Skeleton Resin Ornament,,,,,,,
resin-skeleton-ornament,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament-4.jpg,4,Sitting Skeleton Resin Ornament,,,,,,,
resin-skeleton-ornament,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament-5.jpg,5,Sitting Skeleton Resin Ornament,,,,,,,
resin-skeleton-ornament,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament-6.jpg,6,Sitting Skeleton Resin Ornament,,,,,,,
resin-skeleton-ornament,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament-7.jpg,7,Sitting Skeleton Resin Ornament,,,,,,,
resin-skeleton-ornament,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/resin-skeleton-ornament-8.jpg,8,Sitting Skeleton Resin Ornament,,,,,,,
dragon-book-corner-light,3D Dragon Book Corner Light,"<p>A fire-breathing dragon that clamps to a bookshelf, with a glowing simulated flame. Gothic rather than seasonal, so it stays up all year.</p><ul><li>Clamps onto the corner of a bookshelf</li><li>Glowing simulated flame from the dragon's mouth</li><li>Gothic rather than seasonal - it stays up all year</li></ul>",,Home & Decor,"Home & Decor, needs-price",FALSE,Title,Default Title,,,,,dragon-book-corner-light,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light.jpg,1,3D Dragon Book Corner Light,,3D Dragon Book Corner Light | Free US Shipping Before Halloween,"A fire-breathing dragon that clamps to a bookshelf, with a glowing simulated flame. Gothic rather than seasonal, so it stays up all year.",draft,,,
dragon-book-corner-light,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light-2.jpg,2,3D Dragon Book Corner Light,,,,,,,
dragon-book-corner-light,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light-3.jpg,3,3D Dragon Book Corner Light,,,,,,,
dragon-book-corner-light,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light-4.jpg,4,3D Dragon Book Corner Light,,,,,,,
dragon-book-corner-light,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light-5.jpg,5,3D Dragon Book Corner Light,,,,,,,
dragon-book-corner-light,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light-6.jpg,6,3D Dragon Book Corner Light,,,,,,,
dragon-book-corner-light,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light-7.jpg,7,3D Dragon Book Corner Light,,,,,,,
dragon-book-corner-light,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/dragon-book-corner-light-8.jpg,8,3D Dragon Book Corner Light,,,,,,,
splatmat-bloody-bath-mat,SplatMat - Colour-Changing Bloody Bath Mat,"<p>A plain white mat until it gets wet, then deep red splatters bloom across it and fade again as it dries. Reusable, every single time.</p><ul><li>Plain white when dry, blood-spattered the moment it gets wet</li><li>The effect comes back every single time it dries out</li><li>Non-slip backing and machine washable</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,splatmat-bloody-bath-mat,shopify,25,deny,manual,21.99,34.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/splatmat-bloody-bath-mat.jpg,1,SplatMat - Colour-Changing Bloody Bath Mat,,SplatMat - Colour-Changing Bloody Bath Mat | Free US Shipping Before H,"A plain white mat until it gets wet, then deep red splatters bloom across it and fade again as it dries. Reusable, every single time.",active,,,
splatmat-bloody-bath-mat,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/splatmat-bloody-bath-mat-2.jpg,2,SplatMat - Colour-Changing Bloody Bath Mat,,,,,,,
splatmat-bloody-bath-mat,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/splatmat-bloody-bath-mat-3.jpg,3,SplatMat - Colour-Changing Bloody Bath Mat,,,,,,,
splatmat-bloody-bath-mat,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/splatmat-bloody-bath-mat-4.jpg,4,SplatMat - Colour-Changing Bloody Bath Mat,,,,,,,
skeleton-cardigan-black,Black Skeleton Print Cardigan,"<p>Button-front V-neck knit with a ribcage down the front and bones along the sleeves. Loose drop-shoulder fit.</p><ul><li>Ribcage down the front, bones along both sleeves</li><li>Button-front V-neck in a loose drop-shoulder fit</li><li>Soft knit, multiple sizes</li></ul>",,Apparel,"Apparel, needs-price",FALSE,Size,S,,,,,skeleton-cardigan-black-S,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-black.jpg,1,Black Skeleton Print Cardigan,,Black Skeleton Print Cardigan | Free US Shipping Before Halloween,Button-front V-neck knit with a ribcage down the front and bones along the sleeves. Loose drop-shoulder fit.,draft,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.8""}",635,9163
skeleton-cardigan-black,,,,,,,Size,M,,,,,skeleton-cardigan-black-M,shopify,25,deny,manual,,,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-black,,,,,,,Size,L,,,,,skeleton-cardigan-black-L,shopify,25,deny,manual,,,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-black,,,,,,,Size,XL,,,,,skeleton-cardigan-black-XL,shopify,25,deny,manual,,,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-black,,,,,,,Size,XXL,,,,,skeleton-cardigan-black-XXL,shopify,25,deny,manual,,,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-black,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-black-2.jpg,2,Black Skeleton Print Cardigan,,,,,,,
skeleton-cardigan-black,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-black-3.jpg,3,Black Skeleton Print Cardigan,,,,,,,
skeleton-cardigan-black,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-black-4.jpg,4,Black Skeleton Print Cardigan,,,,,,,
skeleton-cardigan-black,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-black-5.jpg,5,Black Skeleton Print Cardigan,,,,,,,
skeleton-cardigan-black,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-black-6.jpg,6,Black Skeleton Print Cardigan,,,,,,,
skeleton-cardigan-black,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-black-7.jpg,7,Black Skeleton Print Cardigan,,,,,,,
skeleton-cardigan-colours,Skeleton Print Knit Cardigan,"<p>The same ribcage knit in green, pink, cream and black. Long line, drop shoulder, worn open.</p><ul><li>The same ribcage knit in green, pink, cream and black</li><li>Long line, drop shoulder, made to be worn open</li><li>Unisex sizing</li></ul>",,Apparel,Apparel,TRUE,Size,S,Color,Black,,,skeleton-cardigan-colours-S-BLACK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/skeleton-cardigan-colours.jpg,1,Skeleton Print Knit Cardigan,,Skeleton Print Knit Cardigan | Free US Shipping Before Halloween,"The same ribcage knit in green, pink, cream and black. Long line, drop shoulder, worn open.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.7""}",27,
skeleton-cardigan-colours,,,,,,,Size,S,Color,Grey,,,skeleton-cardigan-colours-S-GREY,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
skeleton-cardigan-colours,,,,,,,Size,S,Color,Pink,,,skeleton-cardigan-colours-S-PINK,shopify,25,deny,manual,25.99,39.98,TRUE,TRUE,,,,,,,,,,
